CID	CAS	CanonicalSmiles	xlogp	tpsa
7213	95-01-2	C1=CC(=C(C=C1O)O)C=O	57.5	1.5
69092	607-90-9	CCCOC(=O)C1=CC=CC=C1O	46.5	3.8
88836	21245-01-2	CC(C)CCOC(=O)C1=CC=C(C=C1)N(C)C	29.5	4.3
5284516	468-59-7	CCC(=O)OC1(CCN(CC1C)C)C2=CC=CC=C2	29.5	2.8
5359271	76-58-4	CCOC1=C2C3=C(CC4C5C3(CCN4C)C(O2)C(C=C5)O)C=C1	41.9	1.5
24777	9050-67-3	C(C1C(C(C(C(O1)O)O)OC2C(C(C(C(O2)COC3C(C(C(C(O3)CO)O)O)O)O)OC4C(C(C(C(O4)CO)O)O)O)O)O)O	348.0	-7.9
97004	26644-00-8	COP(=O)(O)OP(=O)(O)OC	102.0	-2.1
68662	1499-55-4	COC(=O)CCC(C(=O)O)N	89.6	-3.4
31230	122-80-5	CC(=O)NC1=CC=C(C=C1)N	55.1	0.1
92821	616-09-1	CCCOC(=O)C(C)O	46.5	0.8
8019	109-86-4 	COCCO	29.5	-0.8
9795	384-22-5	C1=CC=C(C(=C1)C(F)(F)F)[N+](=O)[O-]	45.8	2.6
81344	6925-69-5	C1=CC=C2C(=C1)C3=NC4=CC=CC5=C4C(=CC=C5)N3C2=O	32.7	3.4
198634	89427-01-0	C1=C(C=C(C2=C1NC(=N2)C(F)(F)F)I)Cl	28.7	3.7
9554020	92065-18-4	CCC(C(=O)N)SC(=NOC(=O)NC)C	119.0	0.7
61136	590-88-5	CC(CCN)N	52.0	-0.9
5335	526-08-9	C1=CC=C(C=C1)N2C(=CC=N2)NS(=O)(=O)C3=CC=C(C=C3)N	98.4	1.5
11528441	203448-76-4	CC(C)CC(C)C1=CC=CC=C1N	26.0	3.5
638088	103-30-0	C1=CC=C(C=C1)C=CC2=CC=CC=C2	0.0	4.8
31208	122-37-2	C1=CC=C(C=C1)NC2=CC=C(C=C2)O	32.3	2.8
452110	63-89-8	CCCCCCCCCCCCCCCC(=O)OCC(COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCCCCCCCCCC	111.0	13.5
7615	102-60-3	CC(CN(CCN(CC(C)O)CC(C)O)CC(C)O)O	87.4	-0.7
54690031	70374-39-9	CN1C(=C(C2=C(S1(=O)=O)C=C(S2)Cl)O)C(=O)NC3=CC=CC=N3	136.0	2.1
5383	34014-18-1	CC(C)(C)C1=NN=C(S1)N(C)C(=O)NC	86.4	1.6
68873	67392-87-4	CC12CCC(=O)C=C1C3CC3C4C2CCC5(C4C6CC6C57CCC(=O)O7)C	43.4	3.5
12120	621-33-0	CCOC1=CC=CC(=C1)N	35.3	1.3
118899	35958-30-6	CC(C1=C(C(=CC(=C1)C(C)(C)C)C(C)(C)C)O)C2=C(C(=CC(=C2)C(C)(C)C)C(C)(C)C)O	40.5	10.1
89515	21564-62-5	CC(CNC(C)(C)CC1=CC=CC=C1)O	32.3	2.1
11883	610-39-9	CC1=CC(=C(C=C1)[N+](=O)[O-])[N+](=O)[O-]	91.6	2.1
13543	924-42-5	C=CC(=O)NCO	49.3	-0.5
64517	82168-26-1	C1C2CC3CC1CC(C2)(C3)NCCOC(=O)COC4=CC=C(C=C4)Cl	47.6	4.7
11987	615-20-3	C1=CC=C2C(=C1)N=C(S2)Cl	41.1	3.2
65944	121808-62-6	C1CC(=O)NC1C(=O)N2CSCC2C(=O)O	112.0	-0.7
9588793	145071-30-3	CCOC(=O)N1CCC=C(C1)C=NOC	51.1	0.9
188841	113981-44-5	CON=C(C1=NSC(=N1)N)C(=O)NC2C3N(C2=O)C(=C(CS3)CN4C=C[N+]5=C4C=CC=N5)C(=O)O.[Cl-]	236.0	3.062
223368	474-86-2	CC12CCC3C(=CCC4=C3C=CC(=C4)O)C1CCC2=O	37.3	2.9
156907	78194-42-0	CC1=C(C(=CC=C1)OC(C)C)N(C)C(=O)CCl	29.5	3.0
8461	121-14-2	CC1=C(C=C(C=C1)[N+](=O)[O-])[N+](=O)[O-]	91.6	2.0
4249	1050-79-9	CC1=CC=C(C=C1)C2(CCN(CC2)CCCC(=O)C3=CC=C(C=C3)F)O	40.5	3.0
75518	2433-14-9	C1CCC(CC1)C2CCC(CC2)O	20.2	3.8
66149	73-66-5	CCOCC1=CN=C(N=C1N)C	61.0	0.3
17652	2735-04-8	COC1=CC(=C(C=C1)N)OC	44.5	1.2
36849	34544-12-2	CN=C1N(C2=CC=CC=C2O1)C	24.8	1.5
107926	84379-13-5	CC(C)(C)OC(=O)C1=C2C3CCCN3C(=O)C4=C(N2C=N1)C=CC=C4Br	64.4	3.1
51330	71500-37-3	CC(CC(=O)OCC=C)CC(C)(C)C	26.3	3.8
18016	2917-73-9	CCCCOC(=O)CCCCCCCC(=O)OCCCC	52.6	4.7
1796220	475-20-7	CC1(CCCC2(C3C1C(C2=C)CC3)C)C	0.0	5.1
31307	124-94-7	CC12CC(C3(C(C1CC(C2(C(=O)CO)O)O)CCC4=CC(=O)C=CC43C)F)O	115.0	1.2
5484131	78439-06-2	CC(C)(C(=O)O)ON=C(C1=CSC(=N1)N)C(=O)NC2C3N(C2=O)C(=C(CS3)C[N+]4=CC=CC=C4)C(=O)[O-]	245.0	0.4
3080	59-52-9	C(C(CS)S)O	22.2	0.2
51045	71119-11-4	CC(C)(CC1=CNC2=CC=CC=C21)NCC(COC3=CC=CC=C3C#N)O	81.1	3.3
4115	72-43-5	COC1=CC=C(C=C1)C(C2=CC=C(C=C2)OC)C(Cl)(Cl)Cl	18.5	5.1
62060	53494-70-5	C1C2C3C4C1C(=O)C2C5(C3(C(C4(C5Cl)Cl)(Cl)Cl)Cl)Cl	17.1	3.2
6448088	80834-66-8	COC1=CC=CC=C1N2CCN(CC2)CC=CC3=CC4=C(C=C3)NC(=O)CC4	44.8	3.1
94138	139-60-6	CCC(C)CC(CC)NC1=CC=C(C=C1)NC(CC)CC(C)CC	24.1	8.3
22060	5809-59-6	C=CC(C#N)O	44.0	0.2
81349	6928-85-4	CN1CCN(CC1)N	32.5	-1.1
204169	15878-08-7	CC1=C(C=NN1)Cl	28.7	1.2
61812	15706-73-7	CCCCOC(=O)C(C)CC	26.3	2.8
4006	59937-28-9	CC(C)OC(=O)C(=C1SC=CS1)C(=O)OC(C)C	103.0	3.8
35699	30979-48-7	CC(C)CNC(=O)N1CCNC1=O	61.4	0.8
2151	83-07-8	CC1=C(C(=O)N(N1C)C2=CC=CC=C2)N	49.6	0.1
55937	89426-93-7	C1=C(C=C(C2=C1NC(=N2)C(F)(F)F)F)F	28.7	2.5
7495	100-29-8	CCOC1=CC=C(C=C1)[N+](=O)[O-]	55.1	2.5
3071616	137927-76-5	CC1=CC=C(C=C1)OC2=CC(=NC=N2)SCC(=O)NN=C(C)C	102.0	2.8
10168	478-43-3	C1=CC2=C(C(=C1)O)C(=O)C3=C(C2=O)C=C(C=C3O)C(=O)O	112.0	2.2
11245	563-58-6	CC=C(Cl)Cl	0.0	2.6
7954	108-77-0	C1(=NC(=NC(=N1)Cl)Cl)Cl	38.7	2.9
543323	141-25-3	CC(CCCC(=C)C)CCO	20.2	3.5
949	121-69-7	CN(C)C1=CC=CC=C1	3.2	2.3
6607	79-64-1	CC#CC1(CCC2C1(CCC3C2CC(C4=CC(=O)CCC34C)C)C)O	37.3	4.4
5324279	107-29-9	CC=NO	32.6	-0.1
595928	2568-25-4	CC1COC(O1)C2=CC=CC=C2	18.5	1.8
64928	26129-32-8	CC(C(=O)O)OC1=CC=C(C=C1)OC2=CC=C(C=C2)Cl	55.8	3.8
36242	32809-16-8	CC12CC1(C(=O)N(C2=O)C3=CC(=CC(=C3)Cl)Cl)C	37.4	3.0
119570	104632-26-0	CCCNC1CCC2=C(C1)SC(=N2)N	79.2	1.9
13617	933-52-8	CC1(C(=O)C(C1=O)(C)C)C	34.1	1.7
6387	75-66-1	CC(C)(C)S	1.0	1.5
103727	53036-61-6	COC1=CC=C(C=C1)C(C2=NCCCN2)OC3=CC=CC=C3	42.9	2.9
12306	627-12-3	CCCOC(=O)N	52.3	0.4
92344	53306-54-0	CCCCCC(CCC)COC(=O)C1=CC=CC=C1C(=O)OCC(CCC)CCCCC	52.6	9.6
3039454	50602-40-9	CCCCCCCCCCCCCCCCCC1=NC(CC(N1)(C)C)C	24.4	9.0
6534	78-38-6	CCOP(=O)(CC)OCC	35.5	0.6
104610	53786-46-2	CCOC(=O)N1CCC(CC1)N2C3=C(C=C(C=C3)Cl)NC2=O	61.9	2.2
8249	114-86-3	C1=CC=C(C=C1)CCN=C(N)N=C(N)N	103.0	-0.8
66067	546-71-4	CCOP(=O)(CC)OC1=CC=C(C=C1)[N+](=O)[O-]	81.4	1.7
68770	57460-41-0	CC(C)(C)NCC(COC1=CC=C(C=C1)NC(=O)NC2CCCCC2)O	82.6	2.6
737139	5344-82-1	C1=CC=C(C(=C1)NC(=S)N)Cl	70.1	1.9
3079278	125055-56-3	CC1=CC=CC2=NC=C(C(=O)N12)C(=O)NCC(C)(C)C	61.8	2.3
8794	140-29-4	C1=CC=C(C=C1)CC#N	23.8	1.6
8546	130-85-8	C1=CC=C2C(=C1)C=C(C(=C2CC3=C(C(=CC4=CC=CC=C43)C(=O)O)O)O)C(=O)O	115.0	5.8
214195	27891-14-1	CCC(C)N(C(C)CC)C(=O)C1=C(C=CC=C1Cl)Cl	20.3	5.3
3079301	125055-79-0	CC1=CN2C(=NC=C(C2=O)C(=O)NC3CCCC3)C=C1	61.8	1.2
5468	33005-95-7	CC(C1=CC=C(S1)C(=O)C2=CC=CC=C2)C(=O)O	82.6	3.3
638500	4128-17-0	CC(=CCCC(=CCCC(=CCOC(=O)C)C)C)C	26.3	5.3
10693	527-20-8	C1(=C(C(=C(C(=C1Cl)Cl)Cl)Cl)Cl)N	26.0	5.1
118415	33232-87-0	CCP(=O)(OC)OC1=CC=C(C=C1)Cl	35.5	2.3
68890	69915-62-4	CC(C)CCCC1CCC(CC1)(C)C(=O)O	37.3	4.9
7251	95-69-2	CC1=C(C=CC(=C1)Cl)N	26.0	1.9
2723630	1072-71-5	C1(=S)NNC(=S)S1	114.0	1.3
54680085	28772-56-7	C1=CC=C(C=C1)C(CC(C2=CC=C(C=C2)C3=CC=C(C=C3)Br)O)C4=C(C5=CC=CC=C5OC4=O)O	66.8	6.1
13143	814-78-8	CC(=C)C(=O)C	17.1	0.9
44413	63170-60-5	CC1=C(C2=C(N1C(=O)C3=CC=C(C=C3)Cl)C=CC(=C2)OC)CC(=O)OC(C)C4=CC=CC=C4	57.5	6.5
68758	56355-17-0	CC(C1=CC=C(C=C1)OC2=NC=CS2)C(=O)O	87.7	2.8
91664	57018-04-9	CC1=CC(=C(C(=C1)Cl)OP(=S)(OC)OC)Cl	59.8	4.7
61194	676-83-5	CP(Cl)Cl	0.0	1.5
7910	108-11-2	CC(C)CC(C)O	20.2	1.7
209920	20757-80-6	C1CCC2C(C1)C3(C(=C(C2(C3(Cl)Cl)Cl)Cl)Cl)Cl	0.0	5.7
7230	95-31-8	CC(C)(C)NSC1=NC2=CC=CC=C2S1	78.5	3.4
5362595	87061-04-9	CC1CCC(C(C1)OCC(CO)O)C(C)C	49.7	2.3
91755	96525-23-4	CNC1=C(C(=O)C(O1)C2=CC=CC=C2)C3=CC(=CC=C3)C(F)(F)F	38.3	4.5
93281	52907-07-0	C1C2C3C(C1C(C2Br)Br)C(=O)N(C3=O)CCN4C(=O)C5C6CC(C5C4=O)C(C6Br)Br	74.8	2.3
7099	1811-28-5	C1=CC(=CC2=NC3=C(C=CC(=C3)N)C=C21)N	64.9	1.8
12279	626-39-1	C1=C(C=C(C=C1Br)Br)Br	0.0	4.5
2316	78718-52-2	C1CC(CCC1CN=C(N)N)C(=O)OC2=CC=CC=C2C(=O)OCC3=CC=CC=C3	117.0	2.9
117822	26576-46-5	CC(=O)CC(=O)NC1=CC2=C(C=C1)NC(=O)N2	87.3	0.1
3035278	97-81-4	CCOC(=O)C1CC2CC1C3C2O3	38.8	1.0
9861780	84466-05-7	COC(=O)C1=C(C=CC(=C1)Cl)NS(=O)(=O)C(F)(F)F	80.9	3.7
74153	1606-76-4	C1=CSC(=N1)[N+](=O)[O-]	87.0	1.1
11855	608-93-5	C1=C(C(=C(C(=C1Cl)Cl)Cl)Cl)Cl	0.0	5.2
2724159	18031-40-8	CC(=C)C1CCC(=CC1)C=O	17.1	2.6
9836	405-30-1	C1=CC(=CC=C1CSC2=CC=C(C=C2)F)Cl	25.3	4.7
994	150-30-1	C1=CC=C(C=C1)CC(C(=O)O)N	63.3	-1.5
2441	1812-30-2	C1C(=O)NC2=C(C=C(C=C2)Br)C(=N1)C3=CC=CC=N3	54.4	1.7
9963	454-92-2	C1=CC(=CC(=C1)C(F)(F)F)C(=O)O	37.3	3.0
3033992	765-12-8	C=COCCOCCOCCOC=C	36.9	1.1
19800	3913-02-8	CCCCCCC(CCCC)CO	20.2	4.8
29407	19077-60-2	CCOC1=CC=C(C=C1)N2C(=O)C=CC2=O	46.6	1.4
7589	101-96-2	CCC(C)NC1=CC=C(C=C1)NC(C)CC	24.1	4.5
63049	55541-30-5	CCC(=O)OCC(=O)C1(C(CC2C1(CC(C3(C2CCC4=CC(=O)C=CC43C)F)O)C)C)OC(=O)CC	107.0	3.6
153920	129909-90-6	CC(C)C1=NN(C(=O)N1N)C(=O)NC(C)(C)C	91.0	1.0
3048689	63927-73-1	CN1C=CN=C1CC2=NNN=N2	72.3	-0.4
92298	35037-73-1	C1=CC(=CC=C1N=C=O)OC(F)(F)F	38.7	3.9
54778	81777-89-1	CC1(CON(C1=O)CC2=CC=CC=C2Cl)C	29.5	2.5
68089	485-34-7	CCOC(=O)C1=CC(=NC2=C1C=C(C=C2)C)C3=CC=CC=C3	39.2	4.4
39325	42872-30-0	CC(C#N)C1=CC(=CC=C1)C(=O)C2=CC=CC=C2	40.9	3.3
14569	1205-64-7	CC1=CC(=CC=C1)NC2=CC=CC=C2	12.0	3.8
2098	8024-48-4	C1=CC2=C(C(=C1)O)C(=O)C3=C(C2OC4C(C(C(C(O4)CO)O)O)O)C=C(C=C3O)CO	177.0	-0.4
4373502	26049-70-7	C1=CC(=CC=C1C2=CSC(=N2)NN)[N+](=O)[O-]	125.0	2.0
70038	835-11-0	C1=CC=C(C(=C1)C(=O)C2=CC=CC=C2O)O	57.5	3.2
443880	123013-22-9	CCC(=O)OC1(C(CC2C1(CC(C3(C2CCC4=CC(=O)C=CC43C)F)O)C)C)C(=O)COC	89.9	3.1
3061957	80026-34-2	C1CN(C(=N1)NC2=C(C=CC=C2Cl)Cl)C(=O)C3=CN=CC=C3	57.6	3.0
8599	132-81-0	C1=CC=C(C=C1)CC(=O)OC2=C(C(=O)OC2=O)OC(=O)CC3=CC=CC=C3	96.0	3.0
7354	97-88-1	CCCCOC(=O)C(=C)C	26.3	2.9
62529	3867-15-0	C1CCC(CC1)(C#N)N2CCCCC2	27.0	2.5
3066719	111038-47-2	CC1(C(C(C2=C(O1)C=C(C=C2)OC)C3=CC=C(C=C3)OCC4CO4)C5=CC=CC=C5)C	40.2	5.4
5971	57-06-7	C=CCN=C=S	44.5	2.4
5475158	1166-34-3	CN(C)CCCSC1=CC=CC=C1NC(=O)C=CC2=CC=CC=C2	57.6	4.1
6723	82-82-6	CC1=NC=C(C(=C1O)C(=O)O)CO	90.7	0.1
5152049	393-85-1	COC(=O)C1=C(C=CC(=C1)F)[N+](=O)[O-]	72.1	1.8
81313	6881-94-3	CCCOCCOCCO	38.7	0.2
408285	2038-03-1	C1COCCN1CCN	38.5	-1.1
10601	517-23-7	CC(=O)C1CCOC1=O	43.4	0.1
210808	21673-86-9	CCC1=C(C(=CC=C1)CC)NC(=O)C2=C(N=C(S2)N)C	96.3	3.8
2723628	504-17-6	C1C(=O)NC(=S)NC1=O	90.3	-0.9
5284376	2303-16-4	CC(C)N(C(C)C)C(=O)SCC(=CCl)Cl	45.6	3.6
61487	10138-74-6	CC(CN)NCCO	58.3	-1.4
636405	70797-11-4	CC1=CC(=O)C(=CN1)C(=O)NC(C2=CC=C(C=C2)O)C(=O)NC3C4N(C3=O)C(=C(CS4)CSC5=NN=NN5C)C(=O)O	259.0	-0.1
5391612	13410-86-1	C1=CC=C(C(=C1)C=NNC(=O)C2=CC=NC=C2)OCC(=O)O	101.0	1.3
134976	33693-84-4	CC(C)(C)OC(=O)C1=CC=CC=C1C(=O)O	63.6	2.1
2236	313-67-7	COC1=CC=CC2=C3C(=C(C=C21)[N+](=O)[O-])C(=CC4=C3OCO4)C(=O)O	111.0	3.6
86287519	210880-92-5	CNC(=N[N+](=O)[O-])NCC1=CN=C(S1)Cl	123.0	1.3
441314	72432-03-2	C1C(C(C(C(N1CCO)CO)O)O)O	104.0	-2.6
72884	3148-73-0	CC(=O)NNC(=O)C	58.2	-1.0
3062592	98519-11-0	CCOCC1COC(O1)(CN2C=CN=C2)C3=CC4=CC(=CC(=C4O3)Cl)Cl	58.7	2.9
61021	108-62-3	CC1OC(OC(OC(O1)C)C)C	36.9	1.1
167945	137-08-6	CC(C)(CO)C(C(=O)NCCC(=O)[O-])O	110.0	-0.4
7508	100-50-5	C1CC(CC=C1)C=O	17.1	1.2
198596	81356-60-7	C1CC1NC(=O)NC2=C(C=CC(=C2)F)F	41.1	1.8
3740	51022-74-3	C1=C(C(=C(C(=C1I)NC(=O)COCCOCCOCC(=O)NC2=C(C=C(C(=C2I)C(=O)O)I)I)I)C(=O)O)I	160.0	4.5
198122	32630-50-5	C=CC1=CC=C(O1)C=O	30.2	1.1
65079	1461-15-0	C1=CC=C2C(=C1)C(=O)OC23C4=C(C=C(C(=C4)CN(CC(=O)O)CC(=O)O)O)OC5=C3C=C(C(=C5)O)CN(CC(=O)O)CC(=O)O	232.0	-3.1
65774	30914-89-7	C1COC(CN1)C2=CC(=CC=C2)C(F)(F)F	21.3	2.0
69413	628-87-5	C(C#N)NCC#N	59.6	-0.6
91497	1222-05-5	CC1COCC2=CC3=C(C=C12)C(C(C3(C)C)C)(C)C	9.2	4.8
5852	52-67-5	CC(C)(C(C(=O)O)N)S	64.3	-1.8
44368	63041-77-0	CC1=C2C=C3C=CC4=C5C3=C(C2=CC=C1)C=CC5=CC=C4	0.0	6.9
7390	98-51-1	CC1=CC=C(C=C1)C(C)(C)C	0.0	4.5
31254	123-39-7	CNC=O	29.1	-1.0
40399	52479-85-3	C1=CC(=C(C(=C1C(=O)C2=CC(=C(C(=C2)O)O)O)O)O)O	138.0	1.7
55967	89427-43-0	CN(C)C1=C(C(=C(C2=C1NC(=N2)C(F)(F)F)Cl)Cl)Cl	31.9	4.1
14075	1072-53-3	C1COS(=O)(=O)O1	61.0	-0.5
5369459	103-53-7	C1=CC=C(C=C1)CCOC(=O)C=CC2=CC=CC=C2	26.3	4.6
162027	40910-49-4	CCOC(C)OC(C)(CCC=C(C)C)C=C	18.5	4.0
13133	813-74-1	C(C(C#N)(Cl)Cl)Cl	23.8	1.7
93525	98389-04-9	CN1C(=C(C=N1)C(=O)O)S(=O)(=O)NC(=O)NC2=NC(=CC(=N2)OC)OC	183.0	0.0
5464344	89371-44-8	CC(C(=O)N1C(CN(C1=O)C)C(=O)O)NC(CCC2=CC=CC=C2)C(=O)O	127.0	-1.4
64184	20098-14-0	C1C2CC3CC(C2)(CC1C3=O)O	37.3	0.5
11196358	92671-67-5	CC1=NC=C2COC(OCC2=C1OC(=O)C)C(C)C	57.7	1.6
61041	116-26-7	CC1=C(C(CC=C1)(C)C)C=O	17.1	2.1
3634	3105-97-3	CCN(CC)CCNC1=C2C(=C(C=C1)CO)SC3=CC=CC=C3C2=O	77.9	2.7
91625	37893-02-0	C1=CC=C(C=C1)N=C2N(C(=NC(F)(F)F)C(=NC(F)(F)F)S2)C3=CC=CC=C3	65.6	6.4
11126	554-14-3	CC1=CC=CS1	28.2	2.3
46386	64037-13-4	C1=CC2=C(C=C1I)N=C(O2)N	52.1	2.2
3083585	481-40-3	C1=CC2=C(C=CC(=C2C(=C1)O)O)O	60.7	2.0
4744	84-97-9	CN1CCN(CC1)CCCN2C3=CC=CC=C3SC4=CC=CC=C42	35.0	4.1
25382	5118-29-6	CC1(C2=CC=CC=C2C(=CCCN(C)C)C3=CC=CC=C31)C	3.2	5.6
43522	61005-12-7	CCC(C)C1=CC=CC=C1OC(=O)N	52.3	2.4
10890	540-18-1	CCCCCOC(=O)CCC	26.3	2.7
12276	626-17-5	C1=CC(=CC(=C1)C#N)C#N	47.6	0.8
3386	54910-89-3	CNCCC(C1=CC=CC=C1)OC2=CC=C(C=C2)C(F)(F)F	21.3	4.0
9577636	54335-73-8	CCNC(=O)ON=C1C(OCS1)C	85.2	0.8
23540	7152-80-9	CN(C)C1=CC=C(C=C1)SC#N	52.3	2.6
1322	540-73-8	CNNC	24.1	-0.4
30699	21593-23-7	CC(=O)OCC1=C(N2C(C(C2=O)NC(=O)CSC3=CC=NC=C3)SC1)C(=O)O	177.0	-1.1
636411	113712-98-4	CC1=CN=C(C(=C1OC)C)CS(=O)C2=NC3=C(N2)C=CC(=N3)OC	109.0	1.8
34436	29026-74-2	CC(C)OC1=CC=CC=C1N	35.3	2.0
12785	700-13-0	CC1=CC(=C(C(=C1O)C)C)O	40.5	1.7
70611	1070-42-4	C(CCl)OP(O)OCCCl	38.7	0.7
199401	4129-17-3	C1=CC=C(C=C1)P(=O)(C2=CC=CC=C2)N=[N+]=[N-]	31.4	3.8
73668	56425-91-3	CC(C)C(C1=CC=C(C=C1)OC(F)(F)F)(C2=CN=CN=C2)O	55.2	3.3
4867	3386-18-3	C(COCCOCCOCCOCCOCCOCCOCCOCCO)O	114.0	-2.3
9993505	26171-78-8	CC1CCC(C(C1)OC(=O)CC2=CC=CC=C2)C(C)C	26.3	5.2
30951	22131-79-9	C=CCOC1=C(C=C(C=C1)CC(=O)O)Cl	46.5	2.5
217040	38032-72-3	C1CCC(CC1)C2=CC3=C(C=C2)C(CC3)CO	20.2	4.2
60998	102-13-6	CC(C)COC(=O)CC1=CC=CC=C1	26.3	3.2
50222	68576-86-3	COC1=CC=CC=C1N2CCN(CC2)CC(COC3=CC(=C(C(=C3)OC)OC)OC)O	72.9	2.8
65394	34645-84-6	C1=CC=C(C(=C1)CC(=O)O)OC2=C(C=C(C=C2)Cl)Cl	46.5	4.8
200342	1532-06-5	C1CCC(CC1)C(=O)OC2CCC(CC2)N3CCCCC3	29.5	4.4
2969	334-48-5	CCCCCCCCCC(=O)O	37.3	4.1
5877	53-36-1	CC1CC2C3CCC(C3(CC(C2C4(C1=CC(=O)C=C4)C)O)C)(C(=O)COC(=O)C)O	101.0	2.7
8295	115-96-8	C(CCl)OP(=O)(OCCCl)OCCCl	44.8	1.3
68226	523-27-3	C1=CC=C2C(=C1)C(=C3C=CC=CC3=C2Br)Br	0.0	5.8
35953	31848-11-0	CN(C)C(=S)SCN1CCOCC1	73.1	1.0
15595	1724-39-6	C1CCCCCC(CCCCC1)O	20.2	3.8
42040	56917-29-4	C#CC1=CC=C(C=C1)C2=CC=CC=C2F	0.0	3.9
108675	55117-15-2	C1=CC(=C(C(=C1)Cl)CCl)F	0.0	3.0
66057	109-07-9	CC1CNCCN1	24.1	-0.4
8076	110-80-5	CCOCCO	29.5	-0.3
3042132	59118-21-7	CC1(C2=C(C(O1)(C)C)[N+](=C(N=N2)C3=CC=C(C=C3)[N+](=O)[O-])[O-])C	106.0	0.2
644280	5817-39-0	C1=CC(=C(C=C1CC(C(=O)O)N)I)OC2=CC(=C(C(=C2)I)O)I	92.8	1.7
6915944	91832-40-5	C=CC1=C(N2C(C(C2=O)NC(=O)C(=NO)C3=CSC(=N3)N)SC1)C(=O)O	212.0	0.0
6565	78-88-6	C=C(CCl)Cl	0.0	1.9
11387	581-42-0	CC1=CC2=C(C=C1)C=C(C=C2)C	0.0	4.3
7917	108-23-6	CC(C)OC(=O)Cl	26.3	2.0
6845	86-52-2	C1=CC=C2C(=C1)C=CC=C2CCl	0.0	3.7
596903	61320-65-8	CC1=C(SC(=C1C#N)N)C(=O)OC	104.0	2.1
198577	76505-58-3	CC1(CC(CC(N1)(C)C)NCCC(=O)NC2CC(NC(C2)(C)C)(C)C)C	65.2	2.3
222536	542-10-9	CC(OC(=O)C)OC(=O)C	52.6	0.5
12397	629-76-5	CCCCCCCCCCCCCCCO	20.2	6.8
14066	1071-73-4	CC(=O)CCCO	37.3	-0.4
62346	495-62-5	CC1=CCC(=C(C)CCC=C(C)C)CC1	0.0	4.7
55952	89427-13-4	COC1=C(C=C2C(=C1)NC(=N2)C(F)(F)F)OC	47.1	2.7
17236	2495-37-6	CC(=C)C(=O)OCC1=CC=CC=C1	26.3	2.9
10494	508-02-1	CC1(CCC2(CCC3(C(=CCC4C3(CCC5C4(CCC(C5(C)C)O)C)C)C2C1)C)C(=O)O)C	57.5	7.5
38117	38873-55-1	C1=CC=C2C(=C1)C3=C(O2)C=CC(=C3)C(=O)CCC(=O)O	67.5	2.8
7452	99-65-0	C1=CC(=CC(=C1)[N+](=O)[O-])[N+](=O)[O-]	91.6	1.5
517637	19224-26-1	CC(COC(=O)C1=CC=CC=C1)OC(=O)C2=CC=CC=C2	52.6	3.8
5364360	13284-42-9	CCC=CC#N	23.8	1.2
215099	34929-03-8	CCN1C(=O)C2=CC=CC=C2N(C1=O)C3=CC=CC(=C3)C(F)(F)F	40.6	3.6
3087488	114834-06-9	COC1=NC=NC(=C1)N2C=CN=C2	52.8	0.6
16473	2127-01-7	C1CCC(CC1)N2CC3=CC(=C(C=C3C2=O)S(=O)(=O)N)Cl	88.9	2.0
87048	17321-47-0	COP(=S)(N)OC	76.6	0.5
2723789	79-19-6	C(=S)(N)NN	96.2	-1.2
17531	2642-71-9	CCOP(=S)(OCC)SCN1C(=O)C2=CC=CC=C2N=N1	121.0	3.4
7684	103-89-9	CC1=CC=C(C=C1)NC(=O)C	29.1	1.7
3651431	154825-97-5	CC(C)(C1=CC=C(C=C1)Br)C(=O)OC	26.3	3.3
114254	63815-53-2	CCOP(=S)(C)NOC1=CC=CC2=CC=CC=C21	62.6	4.4
75588	2478-10-6	C=CC(=O)OCCCCO	46.5	1.1
29520	19243-95-9	CC(=C)C(=O)NC1=CC=C(C=C1)O	49.3	1.7
49852	67446-03-1	C1=CC=C2C(=C1)C3=C(C=C4C5=CC(=C6C7=CC=CC=C7C(=O)C8=C6C5=C(C=C8)C9=C4C3=C(C2=O)C=C9)[N+](=O)[O-])[N+](=O)[O-]	126.0	7.7
9570657	59375-71-2	CC1C(=NOC(=O)NC)SCCS1	101.0	1.7
5352733	17013-35-3	CCC1(C(=O)NC(=O)NC1=O)C(C)C=CC	75.3	1.3
60994	100-73-2	C1CC(OC=C1)C=O	26.3	0.7
8571	131-55-5 	C1=CC(=C(C=C1O)O)C(=O)C2=C(C=C(C=C2)O)O	98.0	2.4
9013	150-69-6	CCOC1=CC=C(C=C1)NC(=O)N	64.4	1.0
2159	71675-85-9	CCN1CCCC1CNC(=O)C2=CC(=C(C=C2OC)N)S(=O)(=O)CC	110.0	1.5
5755	50-24-8	CC12CC(C3C(C1CCC2(C(=O)CO)O)CCC4=CC(=O)C=CC34C)O	94.8	1.6
91744	87674-68-8	CC1=CSC(=C1N(C(C)COC)C(=O)CCl)C	57.8	2.6
160779	5248-39-5	CC1=NC(=NC(=N1)OC)NC	59.9	1.0
8117	111-46-6	C(COCCO)O	49.7	-1.3
62783	24468-13-1	CCCCC(CC)COC(=O)Cl	26.3	4.3
79048	565-62-8	CC=C(C)C(=O)C	17.1	1.1
