name	severity	CID	MolecularFormula	MolecularWeight	CanonicalSMILES	IUPACName	LogP	TPSA	fp
pramlintide	0	70691388	C171H267N51O53S2	3949	CCC(C)C(C(=O)NC(CC(C)C)C(=O)N1CCCC1C(=O)N2CCCC2C(=O)NC(C(C)O)C(=O)NC(CC(=O)N)C(=O)NC(C(C)C)C(=O)NCC(=O)NC(CO)C(=O)NC(CC(=O)N)C(=O)NC(C(C)O)C(=O)NC(CC3=CC=C(C=C3)O)C(=O)N)NC(=O)C4CCCN4C(=O)CNC(=O)C(CC5=CC=CC=C5)NC(=O)C(CC(=O)N)NC(=O)C(CC(=O)N)NC(=O)C(CO)NC(=O)C(CO)NC(=O)C(CC6=CNC=N6)NC(=O)C(C(C)C)NC(=O)C(CC(C)C)NC(=O)C(CC7=CC=CC=C7)NC(=O)C(CC(=O)N)NC(=O)C(C)NC(=O)C(CC(C)C)NC(=O)C(CCCNC(=N)N)NC(=O)C(CCC(=O)N)NC(=O)C(C(C)O)NC(=O)C(C)NC(=O)C8CSSCC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)N8)C(C)O)C)C(C)O)CC(=O)N)NC(=O)C(CCCCN)N	(2S)-N-[(2S)-1-[[(2S)-1-[[(2S)-1-[[(2S)-4-amino-1-[[(2S)-1-[[(2S)-1-[[(2S)-1-[[(2S)-1-[[(2S)-1-[[(2S)-1-[[(2S)-4-amino-1-[[(2S)-4-amino-1-[[(2S)-1-[[2-[(2S)-2-[[(2S,3S)-1-[[(2S)-1-[(2S)-2-[(2S)-2-[[(2S,3R)-1-[[(2S)-4-amino-1-[[(2S)-1-[[2-[[(2S)-1-[[(2S)-4-amino-1-[[(2S,3R)-1-[[(2S)-1-amino-3-(4-hydroxyphenyl)-1-oxopropan-2-yl]amino]-3-hydroxy-1-oxobutan-2-yl]amino]-1,4-dioxobutan-2-yl]amino]-3-hydroxy-1-oxopropan-2-yl]amino]-2-oxoethyl]amino]-3-methyl-1-oxobutan-2-yl]amino]-1,4-dioxobutan-2-yl]amino]-3-hydroxy-1-oxobutan-2-yl]carbamoyl]pyrrolidine-1-carbonyl]pyrrolidin-1-yl]-4-methyl-1-oxopentan-2-yl]amino]-3-methyl-1-oxopentan-2-yl]carbamoyl]pyrrolidin-1-yl]-2-oxoethyl]amino]-1-oxo-3-phenylpropan-2-yl]amino]-1,4-dioxobutan-2-yl]amino]-1,4-dioxobutan-2-yl]amino]-3-hydroxy-1-oxopropan-2-yl]amino]-3-hydroxy-1-oxopropan-2-yl]amino]-3-(1H-imidazol-4-yl)-1-oxopropan-2-yl]amino]-3-methyl-1-oxobutan-2-yl]amino]-4-methyl-1-oxopentan-2-yl]amino]-1-oxo-3-phenylpropan-2-yl]amino]-1,4-dioxobutan-2-yl]amino]-1-oxopropan-2-yl]amino]-4-methyl-1-oxopentan-2-yl]amino]-5-carbamimidamido-1-oxopentan-2-yl]-2-[[(2S,3R)-2-[[(2S)-2-[[(4R,7S,10S,13S,16S,19R)-16-(2-amino-2-oxoethyl)-19-[[(2S)-2,6-diaminohexanoyl]amino]-7,13-bis[(1R)-1-hydroxyethyl]-10-methyl-6,9,12,15,18-pentaoxo-1,2-dithia-5,8,11,14,17-pentazacycloicosane-4-carbonyl]amino]propanoyl]amino]-3-hydroxybutanoyl]amino]pentanediamide	-23.8251300000004	1690.6399999999987	<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f0d339aee70>
atropine	0	174174	C17H23NO3	289.4	CN1C2CCC1CC(C2)OC(=O)C(CO)C3=CC=CC=C3	[(1R,5S)-8-methyl-8-azabicyclo[3.2.1]octan-3-yl] 3-hydroxy-2-phenylpropanoate	1.9309	49.769999999999996	<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f0d338e7e10>
trospium	0	5284632	C25H30NO3+	392.5	C1CC[N+]2(C1)C3CCC2CC(C3)OC(=O)C(C4=CC=CC=C4)(C5=CC=CC=C5)O	[(1R,5S)-spiro[8-azoniabicyclo[3.2.1]octane-8,1'-azolidin-1-ium]-3-yl] 2-hydroxy-2,2-diphenylacetate	3.7697000000000034	46.53	<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f0d338e7e70>
exenatide	0	45588096	C184H282N50O60S	4187	CCC(C)C(C(=O)NC(CCC(=O)O)C(=O)NC(CC1=CNC2=CC=CC=C21)C(=O)NC(CC(C)C)C(=O)NC(CCCCN)C(=O)NC(CC(=O)N)C(=O)NCC(=O)NCC(=O)N3CCCC3C(=O)NC(CO)C(=O)NC(CO)C(=O)NCC(=O)NC(C)C(=O)N4CCCC4C(=O)N5CCCC5C(=O)N6CCCC6C(=O)NC(CO)C(=O)N)NC(=O)C(CC7=CC=CC=C7)NC(=O)C(CC(C)C)NC(=O)C(CCCNC(=N)N)NC(=O)C(C(C)C)NC(=O)C(C)NC(=O)C(CCC(=O)O)NC(=O)C(CCC(=O)O)NC(=O)C(CCC(=O)O)NC(=O)C(CCSC)NC(=O)C(CCC(=O)N)NC(=O)C(CCCCN)NC(=O)C(CO)NC(=O)C(CC(C)C)NC(=O)C(CC(=O)O)NC(=O)C(CO)NC(=O)C(C(C)O)NC(=O)C(CC8=CC=CC=C8)NC(=O)C(C(C)O)NC(=O)CNC(=O)C(CCC(=O)O)NC(=O)CNC(=O)C(CC9=CNC=N9)N	(4S)-5-[[2-[[(2S,3R)-1-[[(2S)-1-[[(2S,3R)-1-[[(2S)-1-[[(2S)-1-[[(2S)-1-[[(2S)-1-[[(2S)-6-amino-1-[[(2S)-5-amino-1-[[(2S)-1-[[(2S)-1-[[(2S)-1-[[(2S)-1-[[(2S)-1-[[(2S)-1-[[(2S)-1-[[(2S)-1-[[(2S)-1-[[(2S,3S)-1-[[(2S)-1-[[(2S)-1-[[(2S)-1-[[(2S)-6-amino-1-[[(2S)-4-amino-1-[[2-[[2-[(2S)-2-[[(2S)-1-[[(2S)-1-[[2-[[(2S)-1-[(2S)-2-[(2S)-2-[(2S)-2-[[(2S)-1-amino-3-hydroxy-1-oxopropan-2-yl]carbamoyl]pyrrolidine-1-carbonyl]pyrrolidine-1-carbonyl]pyrrolidin-1-yl]-1-oxopropan-2-yl]amino]-2-oxoethyl]amino]-3-hydroxy-1-oxopropan-2-yl]amino]-3-hydroxy-1-oxopropan-2-yl]carbamoyl]pyrrolidin-1-yl]-2-oxoethyl]amino]-2-oxoethyl]amino]-1,4-dioxobutan-2-yl]amino]-1-oxohexan-2-yl]amino]-4-methyl-1-oxopentan-2-yl]amino]-3-(1H-indol-3-yl)-1-oxopropan-2-yl]amino]-4-carboxy-1-oxobutan-2-yl]amino]-3-methyl-1-oxopentan-2-yl]amino]-1-oxo-3-phenylpropan-2-yl]amino]-4-methyl-1-oxopentan-2-yl]amino]-5-carbamimidamido-1-oxopentan-2-yl]amino]-3-methyl-1-oxobutan-2-yl]amino]-1-oxopropan-2-yl]amino]-4-carboxy-1-oxobutan-2-yl]amino]-4-carboxy-1-oxobutan-2-yl]amino]-4-carboxy-1-oxobutan-2-yl]amino]-4-methylsulfanyl-1-oxobutan-2-yl]amino]-1,5-dioxopentan-2-yl]amino]-1-oxohexan-2-yl]amino]-3-hydroxy-1-oxopropan-2-yl]amino]-4-methyl-1-oxopentan-2-yl]amino]-3-carboxy-1-oxopropan-2-yl]amino]-3-hydroxy-1-oxopropan-2-yl]amino]-3-hydroxy-1-oxobutan-2-yl]amino]-1-oxo-3-phenylpropan-2-yl]amino]-3-hydroxy-1-oxobutan-2-yl]amino]-2-oxoethyl]amino]-4-[[2-[[(2S)-2-amino-3-(1H-imidazol-4-yl)propanoyl]amino]acetyl]amino]-5-oxopentanoic acid	-20.604330000000342	1749.7499999999989	<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f0d338e7930>
daunorubicin	0	30323	C27H29NO10	527.5	CC1C(C(CC(O1)OC2CC(CC3=C2C(=C4C(=C3O)C(=O)C5=C(C4=O)C(=CC=C5)OC)O)(C(=O)C)O)N)O	(7S,9S)-9-acetyl-7-[(2R,4S,5S,6S)-4-amino-5-hydroxy-6-methyloxan-2-yl]oxy-6,9,11-trihydroxy-4-methoxy-8,10-dihydro-7H-tetracene-5,12-dione	1.0288999999999995	185.84	<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f0d338f3510>
dimenhydrinate	0	10660	C24H28ClN5O3	470.0	CN1C2=C(C(=O)N(C1=O)C)NC(=N2)Cl.CN(C)CCOC(C1=CC=CC=C1)C2=CC=CC=C2	2-benzhydryloxy-N,N-dimethylethanamine;8-chloro-1,3-dimethyl-7H-purine-2,6-dione	2.967900000000001	85.15	<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f0d338e7570>
doxapram	0	3156	C24H30N2O2	378.5	CCN1CC(C(C1=O)(C2=CC=CC=C2)C3=CC=CC=C3)CCN4CCOCC4	1-ethyl-4-(2-morpholin-4-ylethyl)-3,3-diphenylpyrrolidin-2-one	3.173300000000002	32.78	<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f0d338f3450>
methylnaltrexone bromide	0	5361917	C21H26BrNO4	436.3	C[N+]1(CCC23C4C(=O)CCC2(C1CC5=C3C(=C(C=C5)O)O4)O)CC6CC6.[Br-]	(4R,4aS,7aR,12bS)-3-(cyclopropylmethyl)-4a,9-dihydroxy-3-methyl-2,4,5,6,7a,13-hexahydro-1H-4,12-methanobenzofuro[3,2-e]isoquinolin-3-ium-7-one;bromide	-1.3259999999999974	66.76	<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f0d338e7b10>
minoxidil	0	4201	C9H15N5O	209.25	C1CCN(CC1)C2=NC(=N)N(C(=C2)N)O	3-hydroxy-2-imino-6-piperidin-1-ylpyrimidin-4-amine	0.17236999999999986	91.16000000000001	<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f0d338f3750>
mitomycin	0	5746	C15H18N4O5	334.33	CC1=C(C(=O)C2=C(C1=O)N3CC4C(C3(C2COC(=O)N)OC)N4)N	[(4S,6S,7R,8S)-11-amino-7-methoxy-12-methyl-10,13-dioxo-2,5-diazatetracyclo[7.4.0.02,7.04,6]trideca-1(9),11-dien-8-yl]methyl carbamate	-1.6511999999999976	146.89000000000001	<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f0d338f3810>
fesoterodine	0	6918558	C26H37NO3	411.6	CC(C)C(=O)OC1=C(C=C(C=C1)CO)C(CCN(C(C)C)C(C)C)C2=CC=CC=C2	[2-[(1R)-3-[di(propan-2-yl)amino]-1-phenylpropyl]-4-(hydroxymethyl)phenyl] 2-methylpropanoate	5.381100000000005	49.77	<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f0d338f3270>
naloxone	0	5284596	C19H21NO4	327.4	C=CCN1CCC23C4C(=O)CCC2(C1CC5=C3C(=C(C=C5)O)O4)O	(4R,4aS,7aR,12bS)-4a,9-dihydroxy-3-prop-2-enyl-2,4,5,6,7a,13-hexahydro-1H-4,12-methanobenzofuro[3,2-e]isoquinolin-7-one	1.3013999999999997	70.00000000000001	<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f0d338f3210>
neomycin	0	8378	C23H46N6O13	614.6	C1C(C(C(C(C1N)OC2C(C(C(C(O2)CN)O)O)N)OC3C(C(C(O3)CO)OC4C(C(C(C(O4)CN)O)O)N)O)O)N	(2R,3S,4R,5R,6R)-5-amino-2-(aminomethyl)-6-[(1R,2R,3S,4R,6S)-4,6-diamino-2-[(2S,3R,4S,5R)-4-[(2R,3R,4R,5S,6S)-3-amino-6-(aminomethyl)-4,5-dihydroxyoxan-2-yl]oxy-3-hydroxy-5-(hydroxymethyl)oxolan-2-yl]oxy-3-hydroxycyclohexyl]oxyoxane-3,4-diol	-8.895300000000017	353.10999999999996	<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f0d338f3930>
nystatin	0	6433272	C47H75NO17	926.1	CC1C=CC=CCCC=CC=CC=CC=CC(CC2C(C(CC(O2)(CC(C(CCC(CC(CC(CC(=O)OC(C(C1O)C)C)O)O)O)O)O)O)O)C(=O)O)OC3C(C(C(C(O3)C)O)N)O	(1S,15S,16R,17R,18S,19E,21E,25E,27E,29E,31E)-33-[(2S,3S,4S,5S,6R)-4-amino-3,5-dihydroxy-6-methyloxan-2-yl]oxy-1,3,4,7,9,11,17,37-octahydroxy-15,16,18-trimethyl-13-oxo-14,39-dioxabicyclo[33.3.1]nonatriaconta-19,21,25,27,29,31-hexaene-36-carboxylic acid	0.9357000000000051	319.60999999999996	<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f0d338e7810>
primaquine	0	4908	C15H21N3O	259.35	CC(CCCN)NC1=C2C(=CC(=C1)OC)C=CC=N2	4-N-(6-methoxyquinolin-8-yl)pentane-1,4-diamine	2.782700000000001	60.17	<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f0d338f3870>
clevidipine	0	153994	C21H23Cl2NO6	456.3	CCCC(=O)OCOC(=O)C1=C(NC(=C(C1C2=C(C(=CC=C2)Cl)Cl)C(=O)OC)C)C	5-O-(butanoyloxymethyl) 3-O-methyl 4-(2,3-dichlorophenyl)-2,6-dimethyl-1,4-dihydropyridine-3,5-dicarboxylate	4.245200000000003	90.92999999999999	<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f0d338f3ab0>
regadenoson	0	219024	C15H18N8O5	390.35	CNC(=O)C1=CN(N=C1)C2=NC(=C3C(=N2)N(C=N3)C4C(C(C(O4)CO)O)O)N	1-[6-amino-9-[(2R,3R,4S,5R)-3,4-dihydroxy-5-(hydroxymethyl)oxolan-2-yl]purin-2-yl]-N-methylpyrazole-4-carboxamide	-2.434699999999998	186.46	<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f0d338f3630>
zaleplon	0	5719	C17H15N5O	305.33	CCN(C1=CC=CC(=C1)C2=CC=NC3=C(C=NN23)C#N)C(=O)C	N-[3-(3-cyanopyrazolo[1,5-a]pyrimidin-7-yl)phenyl]-N-ethylacetamide	2.6407800000000003	74.29	<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f0d338f39f0>
fospropofol	0	3038498	C13H21O5P	288.28	CC(C)C1=C(C(=CC=C1)C(C)C)OCOP(=O)(O)O	[2,6-di(propan-2-yl)phenoxy]methyl dihydrogen phosphate	3.379000000000003	75.99000000000001	<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f0d338f3c90>
bendamustine	0	65628	C16H21Cl2N3O2	358.3	CN1C2=C(C=C(C=C2)N(CCCl)CCCl)N=C1CCCC(=O)O	4-[5-[bis(2-chloroethyl)amino]-1-methylbenzimidazol-2-yl]butanoic acid	3.2646000000000015	58.36	<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f0d338f35d0>
tapentadol	0	9838022	C14H23NO	221.34	CCC(C1=CC(=CC=C1)O)C(C)CN(C)C	3-[(2R,3R)-1-(dimethylamino)-2-methylpentan-3-yl]phenol	3.0835000000000017	23.47	<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f0d338f38d0>
prasugrel hydrochloride	0	10158453	C20H21ClFNO3S	409.9	CC(=O)OC1=CC2=C(S1)CCN(C2)C(C3=CC=CC=C3F)C(=O)C4CC4.Cl	[5-[2-cyclopropyl-1-(2-fluorophenyl)-2-oxoethyl]-6,7-dihydro-4H-thieno[3,2-c]pyridin-2-yl] acetate;hydrochloride	4.312800000000005	46.61	<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f0d338f33f0>
saxagliptin	0	11243969	C18H25N3O2	315.4	C1C2CC2N(C1C#N)C(=O)C(C34CC5CC(C3)CC(C5)(C4)O)N	(1S,3S,5S)-2-[(2S)-2-amino-2-(3-hydroxy-1-adamantyl)acetyl]-2-azabicyclo[3.1.0]hexane-3-carbonitrile	1.1579799999999998	90.35	<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f0d338f3b70>
romidepsin	0	5352062	C24H36N4O6S2	540.7	CC=C1C(=O)NC(C(=O)OC2CC(=O)NC(C(=O)NC(CSSCCC=C2)C(=O)N1)C(C)C)C(C)C	(1S,4S,7Z,10S,16E,21R)-7-ethylidene-4,21-di(propan-2-yl)-2-oxa-12,13-dithia-5,8,20,23-tetrazabicyclo[8.7.6]tricos-16-ene-3,6,9,19,22-pentone	1.4296000000000006	142.7	<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f0d338f3e70>
dexchlorpheniramine	0	33036	C16H19ClN2	274.79	CN(C)CCC(C1=CC=C(C=C1)Cl)C2=CC=CC=N2	(3S)-3-(4-chlorophenyl)-N,N-dimethyl-3-pyridin-2-ylpropan-1-amine	3.8186000000000027	16.130000000000003	<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f0d338f30f0>
ecallantide	0	44152182	C305H442N88O91S8	7054	CCC(C)C1C(=O)NC(C(=O)NCC(=O)NCC(=O)NC2CSSCC3C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)N4CCCC4C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(CSSCC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(CSSCC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NCC(=O)N5CCCC5C(=O)N3)CC(=O)O)CC(=O)O)C)CCCCN)CC6=CC=CC=C6)C)NC(=O)C(CC7=CC=CC=C7)NC(=O)C(CO)NC(=O)C(CC8=CN=CN8)NC(=O)C(CCSC)NC(=O)C(C)NC(=O)C(CCC(=O)O)N)C(=O)NC(C(C)O)C(=O)NC(CCCNC(=N)N)C(=O)NC(CC(=O)O)C(=O)O)CCSC)CCCCN)CCCCN)NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)CNC(=O)C(NC2=O)CCC(=O)O)CC(=O)N)CCC(=O)N)CC(=O)N)CCCNC(=N)N)CC9=CC=CC=C9)CCC(=O)O)CO)CC(C)C)CCC(=O)O)CCC(=O)O)C(=O)NC(C(=O)NC(C(=O)NC(C(=O)N1)CC1=CC=CC=C1)CCC(=O)O)CCC(=O)O)CCC(=O)N)CCCNC(=N)N)C(C)O)CC1=CC=CC=C1)C(C)CC)CC(=O)N)CC1=CC=CC=C1)CC1=CC=CC=C1)CC1=CNC2=CC=CC=C21)CCCNC(=N)N)CC1=CN=CN1)C)C)CCCNC(=N)N)CC1=CC=C(C=C1)O	(2S)-2-[[(2S)-2-[[(2S,3S)-2-[[(1R,2aS,4S,5aS,8aS,11aR,13S,14aS,16S,17aS,19S,20aS,22S,23aS,25S,26aS,28S,29aS,31R,32aS,35aS,36R,38aS,39S,41aS,42S,44aS,45S,48R,50aS,51S,53aS,54S,56aS,57S,59aS,60S,63S,66S,69S,72S,75S,78S,84S,87R,96S,99S)-22,42,45-tris(4-aminobutyl)-31-[[(2S)-2-[[(2S)-2-[[(2S)-2-[[(2S)-2-[[(2S)-2-[[(2S)-2-amino-4-carboxybutanoyl]amino]propanoyl]amino]-4-methylsulfanylbutanoyl]amino]-3-(1H-imidazol-5-yl)propanoyl]amino]-3-hydroxypropanoyl]amino]-3-phenylpropanoyl]amino]-29a,72,78-tris(2-amino-2-oxoethyl)-14a,75-bis(3-amino-3-oxopropyl)-2a,23a,25,32a,35a,66-hexabenzyl-26a,99-bis[(2S)-butan-2-yl]-17a,41a,59a,69-tetrakis(3-carbamimidamidopropyl)-5a,8a,51,54,63,84-hexakis(2-carboxyethyl)-13,16-bis(carboxymethyl)-20a-[(1S)-1-hydroxyethyl]-60-(hydroxymethyl)-96-[(4-hydroxyphenyl)methyl]-50a-(1H-imidazol-5-ylmethyl)-38a-(1H-indol-3-ylmethyl)-19,28,53a,56a-tetramethyl-57-(2-methylpropyl)-39-(2-methylsulfanylethyl)-1a,3,4a,7a,9,10a,12,13a,15,16a,18,19a,21,22a,24,25a,27,28a,30,31a,34a,37a,38,40a,41,43a,44,47,49a,50,52a,53,55a,56,58a,59,61a,62,65,68,71,74,77,80,83,86,89,92,95,98-pentacontaoxo-33,34,63a,64a,67a,68a-hexathia-a,2,3a,6a,8,9a,11,12a,14,15a,17,18a,20,21a,23,24a,26,27a,29,30a,33a,36a,37,39a,40,42a,43,46,48a,49,51a,52,54a,55,57a,58,60a,61,64,67,70,73,76,79,82,85,88,91,94,97-pentacontazapentacyclo[85.74.4.448,111.04,8.0144,148]nonahexacontahectane-36-carbonyl]amino]-3-hydroxybutanoyl]amino]-5-carbamimidamidopentanoyl]amino]butanedioic acid	-28.144249999999793	2912.950000000001	<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f0d338f3150>
histamine diphosphate	0	65513	C5H15N3O8P2	307.14	C1=C(NC=N1)CCN.OP(=O)(O)O.OP(=O)(O)O	2-(1H-imidazol-5-yl)ethanamine;phosphoric acid	-1.9462999999999997	210.21999999999997	<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f0d338f3690>
aminophylline	0	9433	C16H24N10O4	420.43	CN1C2=C(C(=O)N(C1=O)C)NC=N2.CN1C2=C(C(=O)N(C1=O)C)NC=N2.C(CN)N	1,3-dimethyl-7H-purine-2,6-dione;ethane-1,2-diamine	-3.1755999999999975	197.40000000000003	<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f0d338f3330>
meperidine	0	4058	C15H21NO2	247.33	CCOC(=O)C1(CCN(CC1)C)C2=CC=CC=C2	ethyl 1-methyl-4-phenylpiperidine-4-carboxylate	2.2131	29.54	<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f0d338f31b0>
methamphetamine	0	10836	C10H15N	149.23	CC(CC1=CC=CC=C1)NC	(2S)-N-methyl-1-phenylpropan-2-amine	1.837	12.03	<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f0d338f3c30>
hyaluronidase	0	91820602	C17H24BrNO2	354.3	CC1(C(=C)N(C2=CC=CC=C21)CCCCCC(=O)O)C.Br	6-(3,3-dimethyl-2-methylideneindol-1-yl)hexanoic acid;hydrobromide	4.520800000000004	40.540000000000006	<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f0d338f3390>
doxylamine	0	3162	C17H22N2O	270.37	CC(C1=CC=CC=C1)(C2=CC=CC=N2)OCCN(C)C	N,N-dimethyl-2-(1-phenyl-1-pyridin-2-ylethoxy)ethanamine	2.923300000000001	25.36	<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f0d338fa090>
bethanechol	0	2370	C7H17N2O2+	161.22	CC(C[N+](C)(C)C)OC(=O)N	2-carbamoyloxypropyl(trimethyl)azanium	0.17640000000000045	52.32	<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f0d338f3090>
cortisone acetate	0	5745	C23H30O6	402.5	CC(=O)OCC(=O)C1(CCC2C1(CC(=O)C3C2CCC4=CC(=O)CCC34C)C)O	[2-[(8S,9S,10R,13S,14S,17R)-17-hydroxy-10,13-dimethyl-3,11-dioxo-1,2,6,7,8,9,12,14,15,16-decahydrocyclopenta[a]phenanthren-17-yl]-2-oxoethyl] acetate	2.5606000000000004	97.74000000000001	<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f0d338fa030>
dicyclomine	0	3042	C19H35NO2	309.5	CCN(CC)CCOC(=O)C1(CCCCC1)C2CCCCC2	2-(diethylamino)ethyl 1-cyclohexylcyclohexane-1-carboxylate	4.402200000000004	29.54	<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f0d338fa750>
norepinephrine	0	439260	C8H11NO3	169.18	C1=CC(=C(C=C1C(CN)O)O)O	4-[(1R)-2-amino-1-hydroxyethyl]benzene-1,2-diol	0.08989999999999976	86.71000000000001	<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f0d338fa7b0>
dyphylline	0	3182	C10H14N4O4	254.24	CN1C2=C(C(=O)N(C1=O)C)N(C=N2)CC(CO)O	7-(2,3-dihydroxypropyl)-1,3-dimethylpurine-2,6-dione	-2.2130999999999985	102.28	<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f0d338fa5d0>
epinephrine	0	5816	C9H13NO3	183.20	CNCC(C1=CC(=C(C=C1)O)O)O	4-[(1R)-1-hydroxy-2-(methylamino)ethyl]benzene-1,2-diol	0.35059999999999986	72.72	<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f0d338f3bd0>
succinylcholine	0	5314	C14H30N2O4+2	290.40	C[N+](C)(C)CCOC(=O)CCC(=O)OCC[N+](C)(C)C	trimethyl-[2-[4-oxo-4-[2-(trimethylazaniumyl)ethoxy]butanoyl]oxyethyl]azanium	0.2654000000000025	52.60000000000001	<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f0d338fa3f0>
thyrotropin alfa	0	32281	C16H22N6O4	362.38	C1CC(N(C1)C(=O)C(CC2=CN=CN2)NC(=O)C3CCC(=O)N3)C(=O)N	N-[1-(2-carbamoylpyrrolidin-1-yl)-3-(1H-imidazol-5-yl)-1-oxopropan-2-yl]-5-oxopyrrolidine-2-carboxamide	-1.808099999999997	150.28	<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f0d338faab0>
levorphanol	0	5359272	C17H23NO	257.37	CN1CCC23CCCCC2C1CC4=C3C=C(C=C4)O	(1R,9R,10R)-17-methyl-17-azatetracyclo[7.5.3.01,10.02,7]heptadeca-2(7),3,5-trien-4-ol	3.0804000000000022	23.47	<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f0d338fa510>
propantheline	0	4934	C23H30NO3+	368.5	CC(C)[N+](C)(CCOC(=O)C1C2=CC=CC=C2OC3=CC=CC=C13)C(C)C	methyl-di(propan-2-yl)-[2-(9H-xanthene-9-carbonyloxy)ethyl]azanium	4.730800000000005	35.53	<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f0d338fa690>
carbinoxamine	0	2564	C16H19ClN2O	290.79	CN(C)CCOC(C1=CC=C(C=C1)Cl)C2=CC=CC=N2	2-[(4-chlorophenyl)-pyridin-2-ylmethoxy]-N,N-dimethylethanamine	3.4026000000000023	25.36	<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f0d338fa390>
diatrizoate	0	2140	C11H9I3N2O4	613.91	CC(=O)NC1=C(C(=C(C(=C1I)C(=O)O)I)NC(=O)C)I	3,5-diacetamido-2,4,6-triiodobenzoic acid	3.1154	95.5	<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f0d338fac90>
phytonadione	0	5284607	C31H46O2	450.7	CC1=C(C(=O)C2=CC=CC=C2C1=O)CC=C(C)CCCC(C)CCCC(C)CCCC(C)C	2-methyl-3-[(E,7R,11R)-3,7,11,15-tetramethylhexadec-2-enyl]naphthalene-1,4-dione	9.1576	34.14	<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f0d338fabd0>
mecamylamine	0	4032	C11H21N	167.29	CC1(C2CCC(C2)C1(C)NC)C	N,2,3,3-tetramethylbicyclo[2.2.1]heptan-2-amine	2.4206000000000003	12.03	<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f0d338fa450>
